ARMS RACE MECHANICS -- TECH LIST GENERATION REPORT
============================================================

Total techs parsed:    876
Successfully mapped:   745
Unmapped (unknown):    122

BRANCH SUMMARY
    1943  isotope_separation_centrifugal
          [from: novum_vexillum]
    1943  nuclear_reactor_heavy_water
          [from: novum_vexillum]
    1943  hide_naval_facilities
          [from: novum_vexillum]
    1950  thermonuclear_bombs
    2004  atomic_research
          [from: novum_vexillum]
    2008  nuclear_reactor
          [from: novum_vexillum]
    2012  nukes
          [from: novum_vexillum]

  [industry_electronics / radar] -- 12 techs
    1938  cavity_magnatron
    1941  phased_array
    1942  monopulse_radar
    2002  radio_detection
          [from: novum_vexillum]
    2004  decimetric_radar
          [from: novum_vexillum]
    2008  improved_decimetric_radar
          [from: novum_vexillum]
    2012  centimetric_radar
          [from: novum_vexillum]
    2016  improved_centimetric_radar
          [from: novum_vexillum]
    2020  advanced_centimetric_radar
          [from: novum_vexillum]
    2024  basic_quantum_radar
          [from: novum_vexillum]
    2028  improved_quantum_radar
          [from: novum_vexillum]
    2032  advanced_quantum_radar
          [from: novum_vexillum]

  [industry_electronics / rockets] -- 16 techs
    1939  motorized_rocket_unit
    1943  rocket_artillery4
    1943  sp_rockets_improved_guidance
    1944  rocket_engines
    1944  sp_rockets_rocket_bomber
    1944  jet_engines
    1944  sp_rockets_dual_chamber_rocket_engine_1
    1945  sp_rockets_improved_rocket_bomber
    1945  improved_rocket_engines
    1946  advanced_rocket_engines
    1946  sp_rockets_dual_chamber_rocket_engine_2
    1980  rocket_artillery
          [from: novum_vexillum]
    1980  experimental_rockets
          [from: novum_vexillum]
    2004  rocket_artillery2
          [from: novum_vexillum]
    2008  rocket_artillerya1
          [from: novum_vexillum]
    2016  rocket_artillery3
          [from: novum_vexillum]

  [land / anti_air] -- 14 techs
    1980  coldwar_antiair
          [from: novum_vexillum]
    1980  sp_antiair0
          [from: novum_vexillum]
    2000  interwar_antiair
          [from: novum_vexillum]
    2000  sp_antiair1
          [from: novum_vexillum]
    2004  antiair1
          [from: novum_vexillum]
    2008  antiair2
          [from: novum_vexillum]
    2012  antiair3
          [from: novum_vexillum]
    2012  sp_antiair2
          [from: novum_vexillum]
    2016  antiair4
          [from: novum_vexillum]
    2020  antiair5
          [from: novum_vexillum]
    2024  antiair6
          [from: novum_vexillum]
    2024  sp_antiair3
          [from: novum_vexillum]
    2028  antiair7
          [from: novum_vexillum]
    2032  antiair8
          [from: novum_vexillum]

  [land / anti_tank] -- 23 techs
    1922  photo_reconnaisance
    1936  mountain_tanks
    1936  SWE_bofors_antitank_gun
    1945  sp_centrifugal_jet_tech
    1960  aa_lmg
          [from: novum_vexillum]
    1960  engines_1
          [from: novum_vexillum]
    1980  coldwar_antitank
          [from: novum_vexillum]
    1980  engines_2
          [from: novum_vexillum]
    2000  interwar_antitank
          [from: novum_vexillum]
    2000  aa_cannon_1
          [from: novum_vexillum]
    2000  engines_3
          [from: novum_vexillum]
    2004  antitank1
          [from: novum_vexillum]
    2008  antitank2
          [from: novum_vexillum]
    2012  antitank3
          [from: novum_vexillum]
    2012  aa_cannon_2
          [from: novum_vexillum]
    2012  engines_4
          [from: novum_vexillum]
    2016  antitank4
          [from: novum_vexillum]
    2020  antitank5
          [from: novum_vexillum]
    2024  antitank6
          [from: novum_vexillum]
    2024  aa_cannon_3
          [from: novum_vexillum]
    2024  engines_5
          [from: novum_vexillum]
    2028  antitank7
          [from: novum_vexillum]
    2032  antitank8
          [from: novum_vexillum]

  [land / artillery] -- 20 techs
    1936  railway_gun
    1936  coldwar_artillery
          [from: novum_vexillum]
    1939  artillery1
    1939  basic_dp_light_battery
    1940  sp_artillery_rocket_assisted_projectiles_tech
    1940  sp_artillery_purpose_built_gun_motor_carriages_tech
    1940  improved_dp_light_battery
    1941  artillery3
    1941  sp_shock_hardening_techniques
    1942  sp_variable_time_fuze_shells
    1943  artillery5
    1944  advanced_dp_light_battery
    2000  gw_artillery
          [from: novum_vexillum]
    2000  sp_artillery1
          [from: novum_vexillum]
    2004  interwar_artillery
          [from: novum_vexillum]
    2008  artillery2
          [from: novum_vexillum]
    2012  sp_artillery2
          [from: novum_vexillum]
    2016  artillery4
          [from: novum_vexillum]
    2024  artillery6
          [from: novum_vexillum]
    2024  sp_artillery3
          [from: novum_vexillum]

  [land / heavy_tanks] -- 13 techs
    1934  basic_heavy_tank
    1934  basic_heavy_tank_chassis
    1940  improved_heavy_tank_chassis
    1941  improved_heavy_tank
    1941  super_heavy_tank
    1941  super_heavy_tank_chassis
    1943  advanced_heavy_tank
    1943  advanced_heavy_tank_chassis
    1943  sp_armored_lc_naval_engine_conversion_tech
    1943  sp_armored_lc_transmission_improvements_tech
    1943  sp_armored_lc_specialized_field_manuals_tech
    1943  sp_armored_lc_high_impact_obliterator_cannon_tech
    1945  sp_armored_lc_weapon_fire_control_tech

  [land / infantry] -- 106 techs
    1918  infantry_weapons
    1936  rangers_tech
    1936  special_forces_mountaineers (XP)
          [from: novum_vexillum]
    1936  ski_troops (XP)
          [from: novum_vexillum]
    1936  rangers (XP)
          [from: novum_vexillum]
    1936  special_forces_recon (XP)
          [from: novum_vexillum]
    1936  mountaineers_combat_1 (XP)
          [from: novum_vexillum]
    1936  mountaineers_combat_2 (XP)
          [from: novum_vexillum]
    1936  mountaineers_combat_3 (XP)
          [from: novum_vexillum]
    1936  mountaineers_keystone_1 (XP)
          [from: novum_vexillum]
    1936  mountaineers_keystone_2 (XP)
          [from: novum_vexillum]
    1936  special_forces_marines (XP)
          [from: novum_vexillum]
    1936  marines_jungle_troops (XP)
          [from: novum_vexillum]
    1936  marines_shore_parties (XP)
          [from: novum_vexillum]
    1936  marines_recon (XP)
          [from: novum_vexillum]
    1936  marines_commandoes (XP)
          [from: novum_vexillum]
    1936  marines_expeditionary (XP)
          [from: novum_vexillum]
    1936  marines_commandos_demolition (XP)
          [from: novum_vexillum]
    1936  marines_expeditionary_blowtorch (XP)
          [from: novum_vexillum]
    1936  marines_commandoes_mechanised (XP)
          [from: novum_vexillum]
    1936  marines_commandoes_mechanised_non_mtg (XP)
          [from: novum_vexillum]
    1936  marines_expeditionary_support (XP)
          [from: novum_vexillum]
    1936  special_forces_paratroopers (XP)
          [from: novum_vexillum]
    1936  paras_dispersed_drop (XP)
          [from: novum_vexillum]
    1936  paras_combat_drop (XP)
          [from: novum_vexillum]
    1936  paras_airborne_light_armor (XP)
          [from: novum_vexillum]
    1936  paras_combat_1 (XP)
          [from: novum_vexillum]
    1936  paras_combat_2 (XP)
          [from: novum_vexillum]
    1936  paras_bonus_1 (XP)
          [from: novum_vexillum]
    1936  paras_bonus_2 (XP)
          [from: novum_vexillum]
    1936  paras_keystone_1 (XP)
          [from: novum_vexillum]
    1936  paras_keystone_2 (XP)
          [from: novum_vexillum]
    1939  improved_infantry_weapons
    1939  rangers_tech2
    1940  improved_infantry_weapons_2
    1942  infantry_at
    1942  advanced_infantry_weapons
    1943  infantry_at2
    1943  rangers_tech3
    1944  advanced_infantry_weapons2
    1980  infantry_weapons1
          [from: novum_vexillum]
    1980  support_weapons
          [from: novum_vexillum]
    1980  body_armor
          [from: novum_vexillum]
    1980  camouflage
          [from: novum_vexillum]
    1980  drones
          [from: novum_vexillum]
    2000  infantry_rifle_upgrade
          [from: novum_vexillum]
    2000  support_weapons2
          [from: novum_vexillum]
    2000  body_armor2
          [from: novum_vexillum]
    2000  paratroopers
          [from: novum_vexillum]
    2000  marines
          [from: novum_vexillum]
    2000  tech_mountaineers
          [from: novum_vexillum]
    2000  tech_rangers
          [from: novum_vexillum]
    2002  infantry_weapons2
          [from: novum_vexillum]
    2002  infantry_rifle_upgrade2
          [from: novum_vexillum]
    2002  camouflage2
          [from: novum_vexillum]
    2002  drones2
          [from: novum_vexillum]
    2002  tech_special_forces
          [from: novum_vexillum]
    2004  upgraded_infantry_weapons1
          [from: novum_vexillum]
    2004  infantry_rifle_upgrade3
          [from: novum_vexillum]
    2004  support_weapons3
          [from: novum_vexillum]
    2004  body_armor3
          [from: novum_vexillum]
    2004  paratroopers2
          [from: novum_vexillum]
    2004  marines2
          [from: novum_vexillum]
    2004  tech_mountaineers2
          [from: novum_vexillum]
    2004  tech_rangers2
          [from: novum_vexillum]
    2004  advanced_special_forces
          [from: novum_vexillum]
    2004  improved_special_forces
          [from: novum_vexillum]
    2006  infantry_rifle_upgrade4
          [from: novum_vexillum]
    2006  camouflage3
          [from: novum_vexillum]
    2008  upgraded_infantry_weapons2
          [from: novum_vexillum]
    2008  infantry_rifle_upgrade5
          [from: novum_vexillum]
    2008  support_weapons4
          [from: novum_vexillum]
    2008  body_armor4
          [from: novum_vexillum]
    2008  droneslethal1
          [from: novum_vexillum]
    2008  extreme_environment_training
          [from: novum_vexillum]
    2008  survival_training
          [from: novum_vexillum]
    2012  support_weapons5
          [from: novum_vexillum]
    2012  body_armor5
          [from: novum_vexillum]
    2012  drones3
          [from: novum_vexillum]
    2012  elite_forces
          [from: novum_vexillum]
    2016  infantry_weapons3
          [from: novum_vexillum]
    2016  infantry_rifle_upgrade6
          [from: novum_vexillum]
    2016  camouflage4
          [from: novum_vexillum]
    2016  paratroopers3
          [from: novum_vexillum]
    2016  marines3
          [from: novum_vexillum]
    2016  tech_mountaineers3
          [from: novum_vexillum]
    2016  tech_rangers3
          [from: novum_vexillum]
    2018  infantry_rifle_upgrade7
          [from: novum_vexillum]
    2018  support_weapons6
          [from: novum_vexillum]
    2018  body_armor6
          [from: novum_vexillum]
    2018  elite_forces2
          [from: novum_vexillum]
    2020  upgraded_infantry_weapons3
          [from: novum_vexillum]
    2020  infantry_rifle_upgrade8
          [from: novum_vexillum]
    2020  camouflage5
          [from: novum_vexillum]
    2020  droneslethal2
          [from: novum_vexillum]
    2025  infantry_weapons4
          [from: novum_vexillum]
    2025  infantry_rifle_upgrade9
          [from: novum_vexillum]
    2025  support_weapons7
          [from: novum_vexillum]
    2025  body_armor7
          [from: novum_vexillum]
    2025  paratroopers4
          [from: novum_vexillum]
    2025  marines4
          [from: novum_vexillum]
    2025  tech_mountaineers4
          [from: novum_vexillum]
    2025  tech_rangers4
          [from: novum_vexillum]
    2030  infantry_weapons5
          [from: novum_vexillum]
    2030  support_weapons8
          [from: novum_vexillum]
    2030  camouflage6
          [from: novum_vexillum]

  [land / light_tanks] -- 23 techs
    1918  gwtank
    1918  gwtank_chassis
    1934  basic_light_tank
    1934  basic_light_tank_chassis
    1936  improved_light_tank
    1936  improved_light_tank_chassis
    1941  advanced_light_tank
    1941  advanced_light_tank_chassis
    1960  mechanised_infantry1
          [from: novum_vexillum]
    1960  IFV_chassis_80s
          [from: novum_vexillum]
    1980  light_tank1
          [from: novum_vexillum]
    1980  mechanised_infantry2
          [from: novum_vexillum]
    1980  IFV_chassis
          [from: novum_vexillum]
    2000  light_tank2
          [from: novum_vexillum]
    2000  IFV_chassis_00s
          [from: novum_vexillum]
    2006  light_tank3
          [from: novum_vexillum]
    2006  mechanised_infantry3
          [from: novum_vexillum]
    2010  IFV_chassis_10s
          [from: novum_vexillum]
    2012  light_tank4
          [from: novum_vexillum]
    2018  mechanised_infantry4
          [from: novum_vexillum]
    2020  IFV_chassis_20s
          [from: novum_vexillum]
    2024  light_tank5
          [from: novum_vexillum]
    2024  mechanised_infantry5
          [from: novum_vexillum]

  [land / mechanised] -- 12 techs
    1940  mechanised_infantry
    1941  amphibious_mechanized_infantry
    1943  amphibious_mechanized_infantry_2
    1960  light_mechanized_infantry1
          [from: novum_vexillum]
    1980  light_mechanized_infantry2
          [from: novum_vexillum]
    2000  amphibious_mechanized_infantry1
          [from: novum_vexillum]
    2006  light_mechanized_infantry3
          [from: novum_vexillum]
    2012  light_mechanized_infantry4
          [from: novum_vexillum]
    2012  amphibious_mechanized_infantry2
          [from: novum_vexillum]
    2018  light_mechanized_infantry5
          [from: novum_vexillum]
    2024  amphibious_mechanized_infantry3
          [from: novum_vexillum]
    2030  light_mechanized_infantry6
          [from: novum_vexillum]

  [land / medium_tanks] -- 20 techs
    1938  basic_medium_tank_chassis
    1939  basic_medium_tank
    1940  improved_medium_tank_chassis
    1941  improved_medium_tank
    1943  advanced_medium_tank
    1943  advanced_medium_tank_chassis
    1960  main_battle_tank1
          [from: novum_vexillum]
    1980  main_battle_tank2
          [from: novum_vexillum]
    1980  main_battle_tank_chassis_80s
          [from: novum_vexillum]
    2000  main_battle_tank3
          [from: novum_vexillum]
    2000  main_battle_tank_chassis_00s
          [from: novum_vexillum]
    2006  main_battle_tank4
          [from: novum_vexillum]
    2010  main_battle_tank_chassis_10s
          [from: novum_vexillum]
    2012  main_battle_tank5
          [from: novum_vexillum]
    2018  main_battle_tank6
          [from: novum_vexillum]
    2020  main_battle_tank_chassis_20s
          [from: novum_vexillum]
    2024  main_battle_tank7
          [from: novum_vexillum]
    2030  main_battle_tank8
          [from: novum_vexillum]
    2030  main_battle_tank_chassis_30s
          [from: novum_vexillum]
    2030  IFV_chassis_30s
          [from: novum_vexillum]

  [land / modern_tanks] -- 2 techs
    1945  main_battle_tank
    1960  main_battle_tank_chassis
          [from: novum_vexillum]

  [land / motorised] -- 11 techs
    1936  tech_trucks
    1960  motorised_infantry
          [from: novum_vexillum]
    1980  motorised_infantry1
          [from: novum_vexillum]
    1980  nonsnb_technicality_tech
          [from: novum_vexillum]
    1980  technicality_tech
          [from: novum_vexillum]
    2000  motorised_infantry2
          [from: novum_vexillum]
    2000  nonnsb_technicality_tech2
          [from: novum_vexillum]
    2000  technicality_tech2
          [from: novum_vexillum]
    2012  motorised_infantry3
          [from: novum_vexillum]
    2018  motorised_infantry4
          [from: novum_vexillum]
    2030  motorised_infantry5
          [from: novum_vexillum]

  [land / support] -- 46 techs
    1936  armored_train
    1936  tech_recon_focus_bonus
    1938  sp_armored_engineer_tech
    1938  sp_armored_maintenance_tech
    1938  sp_armored_signal_tech
    1938  sp_helicopter_transport_pods_tech
    1938  sp_helicopter_artillery_observers_tech
    1938  sp_helicopter_med_evac_tech
    1938  sp_armored_motorized_military_police_tech
    1939  wartime_train
    1980  night_vision
          [from: novum_vexillum]
    1980  tech_support
          [from: novum_vexillum]
    1980  basic_train
          [from: novum_vexillum]
    2000  night_vision2
          [from: novum_vexillum]
    2000  tech_engineers
          [from: novum_vexillum]
    2000  tech_recon
          [from: novum_vexillum]
    2000  tech_military_police
          [from: novum_vexillum]
    2000  tech_maintenance_company
          [from: novum_vexillum]
    2000  tech_field_hospital
          [from: novum_vexillum]
    2000  tech_logistics_company
          [from: novum_vexillum]
    2000  tech_signal_company
          [from: novum_vexillum]
    2006  night_vision3
          [from: novum_vexillum]
    2006  tech_engineers2
          [from: novum_vexillum]
    2006  tech_recon2
          [from: novum_vexillum]
    2006  tech_military_police2
          [from: novum_vexillum]
    2006  tech_maintenance_company2
          [from: novum_vexillum]
    2006  tech_field_hospital2
          [from: novum_vexillum]
    2006  tech_logistics_company2
          [from: novum_vexillum]
    2006  tech_signal_company2
          [from: novum_vexillum]
    2012  night_vision4
          [from: novum_vexillum]
    2012  tech_engineers3
          [from: novum_vexillum]
    2012  tech_recon3
          [from: novum_vexillum]
    2012  tech_military_police3
          [from: novum_vexillum]
    2012  tech_maintenance_company3
          [from: novum_vexillum]
    2012  tech_field_hospital3
          [from: novum_vexillum]
    2012  tech_logistics_company3
          [from: novum_vexillum]
    2012  tech_signal_company3
          [from: novum_vexillum]
    2018  tech_engineers4
          [from: novum_vexillum]
    2018  tech_recon4
          [from: novum_vexillum]
    2018  tech_military_police4
          [from: novum_vexillum]
    2018  tech_maintenance_company4
          [from: novum_vexillum]
    2018  tech_field_hospital4
          [from: novum_vexillum]
    2018  tech_logistics_company4
          [from: novum_vexillum]
    2018  tech_signal_company4
          [from: novum_vexillum]
    2020  night_vision5
          [from: novum_vexillum]
    2030  night_vision6
          [from: novum_vexillum]

  [land / tanks_generic] -- 58 techs
    1914  armored_car1
    1934  basic_light_td
    1934  basic_light_art
    1934  basic_light_spaa
    1934  basic_heavy_td
    1934  basic_heavy_art
    1934  basic_heavy_spaa
    1936  improved_light_td
    1936  improved_light_art
    1936  improved_light_spaa
    1936  JAP_lighter_tanks
    1936  GER_heavy_armored_car
    1936  NOR_rikstanken_tech
    1938  amphibious_tank_chassis
    1939  basic_medium_td
    1939  basic_medium_art
    1939  basic_medium_spaa
    1940  amphibious_tank
    1940  armored_car2
    1941  advanced_light_td
    1941  advanced_light_art
    1941  advanced_light_spaa
    1941  improved_medium_td
    1941  improved_medium_art
    1941  improved_medium_spaa
    1941  improved_heavy_td
    1941  improved_heavy_art
    1941  improved_heavy_spaa
    1941  amphibious_drive
    1941  sp_armored_advanced_flamethrower_tech
    1942  amphibious_tank_2
    1942  armored_car3
    1942  armored_car_at_upgrade
    1942  SWE_lynx_armored_car
    1943  advanced_medium_td
    1943  advanced_medium_art
    1943  advanced_medium_spaa
    1943  advanced_heavy_td
    1943  advanced_heavy_art
    1943  advanced_heavy_spaa
    1943  super_heavy_td
    1943  super_heavy_art
    1943  super_heavy_spaa
    1945  modern_td
    1945  modern_art
    1945  modern_spaa
    1980  armor_tech_1
          [from: novum_vexillum]
    1980  engine_tech_1
          [from: novum_vexillum]
    2000  armor_tech_2
          [from: novum_vexillum]
    2000  engine_tech_2
          [from: novum_vexillum]
    2005  armor_tech_3
          [from: novum_vexillum]
    2005  engine_tech_3
          [from: novum_vexillum]
    2010  armor_tech_4
          [from: novum_vexillum]
    2010  engine_tech_4
          [from: novum_vexillum]
    2020  armor_tech_5
          [from: novum_vexillum]
    2020  engine_tech_5
          [from: novum_vexillum]
    2030  armor_tech_6
          [from: novum_vexillum]
    2030  engine_tech_6
          [from: novum_vexillum]

  [naval / battleships] -- 20 techs
    1922  early_battlecruiser
    1936  ship_hull_super_heavy
    1936  basic_heavy_armor_scheme (XP)
    1936  improved_heavy_armor_scheme (XP)
    1940  basic_battlecruiser
    1980  early_ship_hull_heavy
          [from: novum_vexillum]
    1980  early_battleship
          [from: novum_vexillum]
    2000  basic_ship_hull_heavy
          [from: novum_vexillum]
    2000  basic_battleship
          [from: novum_vexillum]
    2000  heavy_battleship
          [from: novum_vexillum]
    2008  improved_ship_hull_heavy
          [from: novum_vexillum]
    2008  improved_battleship
          [from: novum_vexillum]
    2016  advanced_ship_hull_heavy
          [from: novum_vexillum]
    2016  advanced_battleship
