ARMS RACE MECHANICS -- TECH LIST GENERATION REPORT
============================================================

Total techs parsed:    1318
Successfully mapped:   1102
Unmapped (unknown):    178

BRANCH SUMMARY
          [from: the_new_order]
    1960  army_base_construction_1
          [from: the_new_order]
    1960  production_unit_gain_3
          [from: the_new_order]
    1960  consumer_goods_reduction_3
          [from: the_new_order]
    1965  early_industrial_robots
          [from: the_new_order]
    1965  energy_technology_2
          [from: the_new_order]
    1965  nuclear_technology_2
          [from: the_new_order]
    1965  social_construction_2
          [from: the_new_order]
    1965  military_construction_2
          [from: the_new_order]
    1965  administration_construction_2
          [from: the_new_order]
    1965  production_unit_gain_4
          [from: the_new_order]
    1965  consumer_goods_reduction_4
          [from: the_new_order]
    1970  batch_production_3
          [from: the_new_order]
    1970  mass_production_3
          [from: the_new_order]
    1970  improved_oil_processing
          [from: the_new_order]
    1970  improved_rubber_processing
          [from: the_new_order]
    1970  building_construction_2
          [from: the_new_order]
    1970  production_unit_gain_5
          [from: the_new_order]
    1970  consumer_goods_reduction_5
          [from: the_new_order]
    1975  batch_production_4
          [from: the_new_order]
    1975  mass_production_4
          [from: the_new_order]
    1975  energy_technology_3
          [from: the_new_order]
    1975  nuclear_technology_3
          [from: the_new_order]
    1975  social_construction_3
          [from: the_new_order]
    1975  military_construction_3
          [from: the_new_order]
    1975  administration_construction_3
          [from: the_new_order]
    1975  production_unit_gain_6
          [from: the_new_order]
    1975  consumer_goods_reduction_6
          [from: the_new_order]
    1980  advanced_industrial_robots
          [from: the_new_order]
    1980  advanced_oil_processing
          [from: the_new_order]
    1980  advanced_rubber_processing
          [from: the_new_order]
    1980  education_construction_2
          [from: the_new_order]
    1980  health_construction_2
          [from: the_new_order]
    1980  prison_construction_2
          [from: the_new_order]
    1980  army_base_construction_2
          [from: the_new_order]
    1980  production_unit_gain_7
          [from: the_new_order]
    1980  consumer_goods_reduction_7
          [from: the_new_order]
    1985  batch_production_5
          [from: the_new_order]
    1985  mass_production_5
          [from: the_new_order]
    1985  energy_technology_4
          [from: the_new_order]
    1985  nuclear_technology_4
          [from: the_new_order]
    1985  social_construction_4
          [from: the_new_order]
    1985  military_construction_4
          [from: the_new_order]
    1985  administration_construction_4
          [from: the_new_order]
    1985  production_unit_gain_8
          [from: the_new_order]
    1985  consumer_goods_reduction_8
          [from: the_new_order]
    1990  batch_production_6
          [from: the_new_order]
    1990  mass_production_6
          [from: the_new_order]
    1990  modern_oil_processing
          [from: the_new_order]
    1990  modern_rubber_processing
          [from: the_new_order]
    1990  building_construction_3
          [from: the_new_order]
    1990  production_unit_gain_9
          [from: the_new_order]
    1990  consumer_goods_reduction_9
          [from: the_new_order]

  [industry_electronics / nuclear] -- 6 techs
    1940  atomic_research
    1943  nuclear_reactor
    1943  nuclear_reactor_heavy_water
    1943  isotope_separation_centrifugal
    1945  nukes
    1950  thermonuclear_bombs

  [industry_electronics / radar] -- 22 techs
    1936  radio
          [from: the_new_order]
    1936  radio_detection
          [from: the_new_order]
    1938  cavity_magnatron
    1940  decimetric_radar
          [from: the_new_order]
    1941  phased_array
    1942  monopulse_radar
    1945  centimetric_radar
          [from: the_new_order]
    1950  radar_1950
          [from: the_new_order]
    1950  flight_radar_1950
          [from: the_new_order]
    1950  naval_radar_1950
          [from: the_new_order]
    1960  radar_1960
          [from: the_new_order]
    1960  flight_radar_1960
          [from: the_new_order]
    1960  naval_radar_1960
          [from: the_new_order]
    1970  radar_1970
          [from: the_new_order]
    1970  flight_radar_1970
          [from: the_new_order]
    1970  naval_radar_1970
          [from: the_new_order]
    1980  radar_1980
          [from: the_new_order]
    1980  flight_radar_1980
          [from: the_new_order]
    1980  naval_radar_1980
          [from: the_new_order]
    1990  radar_1990
          [from: the_new_order]
    1990  flight_radar_1990
          [from: the_new_order]
    1990  naval_radar_1990
          [from: the_new_order]

  [industry_electronics / rockets] -- 16 techs
    1940  rocket_artillery
    1941  rocket_artillery2
    1942  rocket_artillery3
    1942  experimental_rockets
    1943  rocket_artillery4
    1943  sp_rockets_improved_guidance
    1944  rocket_engines
    1944  sp_rockets_rocket_bomber
    1944  sp_rockets_dual_chamber_rocket_engine_1
    1945  sp_rockets_improved_rocket_bomber
    1945  improved_rocket_engines
    1946  advanced_rocket_engines
    1946  sp_rockets_dual_chamber_rocket_engine_2
    1960  ICBM
          [from: the_new_order]
    1962  MRBM
          [from: the_new_order]
    1962  SRBM
          [from: the_new_order]

  [land / anti_air] -- 7 techs
    1936  interwar_antiair
    1939  antiair1
    1940  antiair2
    1941  antiair3
    1942  antiair4
    1943  antiair5
    1990  laser_AA_tech
          [from: the_new_order]

  [land / anti_tank] -- 10 techs
    1922  photo_reconnaisance
    1936  mountain_tanks
    1936  interwar_antitank
    1936  SWE_bofors_antitank_gun
    1939  antitank1
    1940  antitank2
    1941  antitank3
    1942  antitank4
    1943  antitank5
    1945  sp_centrifugal_jet_tech

  [land / artillery] -- 185 techs
    1936  gw_artillery
    1936  interwar_artillery
    1939  artillery1
    1939  basic_dp_light_battery
    1940  artillery2
    1940  sp_artillery_rocket_assisted_projectiles_tech
    1940  sp_artillery_purpose_built_gun_motor_carriages_tech
    1940  improved_dp_light_battery
    1941  artillery3
    1941  sp_shock_hardening_techniques
    1942  artillery4
    1942  sp_variable_time_fuze_shells
    1943  artillery5
    1944  advanced_dp_light_battery
    1945  artillery_1945
          [from: the_new_order]
    1945  antiair_1945
          [from: the_new_order]
    1945  NSB_artillery_1945
          [from: the_new_order]
    1945  NSB_antiair_1945
          [from: the_new_order]
    1950  artillery_1950
          [from: the_new_order]
    1950  antiair_1950
          [from: the_new_order]
    1950  NSB_artillery_1950
          [from: the_new_order]
    1950  NSB_antiair_1950
          [from: the_new_order]
    1950  light_SPART_1950
          [from: the_new_order]
    1950  SPART_1950
          [from: the_new_order]
    1950  light_SPAA_1950
          [from: the_new_order]
    1950  SPAA_1950
          [from: the_new_order]
    1953  artillery_1950_soft_attack
          [from: the_new_order]
    1953  light_SPART_1950_armor
          [from: the_new_order]
    1953  light_SPART_1950_soft_attack
          [from: the_new_order]
    1953  SPART_1950_armor
          [from: the_new_order]
    1953  SPART_1950_soft_attack
          [from: the_new_order]
    1953  antiair_1950_air_attack
          [from: the_new_order]
    1953  light_SPAA_1950_armor
          [from: the_new_order]
    1953  light_SPAA_1950_air_attack
          [from: the_new_order]
    1953  SPAA_1950_armor
          [from: the_new_order]
    1953  SPAA_1950_air_attack
          [from: the_new_order]
    1955  NSB_artillery_1950_SA
          [from: the_new_order]
    1955  NSB_antiair_1950_AA
          [from: the_new_order]
    1956  artillery_1950_soft_attack_2
          [from: the_new_order]
    1956  light_SPART_1950_armor_2
          [from: the_new_order]
    1956  light_SPART_1950_soft_attack_2
          [from: the_new_order]
    1956  SPART_1950_armor_2
          [from: the_new_order]
    1956  SPART_1950_soft_attack_2
          [from: the_new_order]
    1956  antiair_1950_air_attack_2
          [from: the_new_order]
    1956  light_SPAA_1950_armor_2
          [from: the_new_order]
    1956  light_SPAA_1950_air_attack_2
          [from: the_new_order]
    1956  SPAA_1950_armor_2
          [from: the_new_order]
    1956  SPAA_1950_air_attack_2
          [from: the_new_order]
    1959  artillery_1950_soft_attack_3
          [from: the_new_order]
    1959  light_SPART_1950_armor_3
          [from: the_new_order]
    1959  light_SPART_1950_soft_attack_3
          [from: the_new_order]
    1959  SPART_1950_armor_3
          [from: the_new_order]
    1959  SPART_1950_soft_attack_3
          [from: the_new_order]
    1959  antiair_1950_air_attack_3
          [from: the_new_order]
    1959  light_SPAA_1950_armor_3
          [from: the_new_order]
    1959  light_SPAA_1950_air_attack_3
          [from: the_new_order]
    1959  SPAA_1950_armor_3
          [from: the_new_order]
    1959  SPAA_1950_air_attack_3
          [from: the_new_order]
    1960  light_SPART_1960
          [from: the_new_order]
    1960  SPART_1960
          [from: the_new_order]
    1960  light_SPAA_1960
          [from: the_new_order]
    1960  SPAA_1960
          [from: the_new_order]
    1960  railway_gun
          [from: the_new_order]
    1960  NSB_artillery_MODULE
          [from: the_new_order]
    1960  NSB_artillery_1950_SA_2
          [from: the_new_order]
    1960  NSB_antiair_MODULE
          [from: the_new_order]
    1960  NSB_antiair_1950_AA_2
          [from: the_new_order]
    1963  artillery_1960_soft_attack
          [from: the_new_order]
    1963  light_SPART_1960_armor
          [from: the_new_order]
    1963  light_SPART_1960_soft_attack
          [from: the_new_order]
    1963  SPART_1960_armor
          [from: the_new_order]
    1963  SPART_1960_soft_attack
          [from: the_new_order]
    1963  antiair_1960_air_attack
          [from: the_new_order]
    1963  light_SPAA_1960_armor
          [from: the_new_order]
    1963  light_SPAA_1960_air_attack
          [from: the_new_order]
    1963  SPAA_1960_armor
          [from: the_new_order]
    1963  SPAA_1960_air_attack
          [from: the_new_order]
    1965  NSB_artillery_1950_SA_3
          [from: the_new_order]
    1965  NSB_antiair_1950_AA_3
          [from: the_new_order]
    1966  artillery_1960_soft_attack_2
          [from: the_new_order]
    1966  light_SPART_1960_armor_2
          [from: the_new_order]
    1966  light_SPART_1960_soft_attack_2
          [from: the_new_order]
    1966  SPART_1960_armor_2
          [from: the_new_order]
    1966  SPART_1960_soft_attack_2
          [from: the_new_order]
    1966  antiair_1960_air_attack_2
          [from: the_new_order]
    1966  light_SPAA_1960_armor_2
          [from: the_new_order]
    1966  light_SPAA_1960_air_attack_2
          [from: the_new_order]
    1966  SPAA_1960_armor_2
          [from: the_new_order]
    1966  SPAA_1960_air_attack_2
          [from: the_new_order]
    1969  artillery_1960_soft_attack_3
          [from: the_new_order]
    1969  light_SPART_1960_armor_3
          [from: the_new_order]
    1969  light_SPART_1960_soft_attack_3
          [from: the_new_order]
    1969  SPART_1960_armor_3
          [from: the_new_order]
    1969  SPART_1960_soft_attack_3
          [from: the_new_order]
    1969  antiair_1960_air_attack_3
          [from: the_new_order]
    1969  light_SPAA_1960_armor_3
          [from: the_new_order]
    1969  light_SPAA_1960_air_attack_3
          [from: the_new_order]
    1969  SPAA_1960_armor_3
          [from: the_new_order]
    1969  SPAA_1960_air_attack_3
          [from: the_new_order]
    1970  artillery_1970
          [from: the_new_order]
    1970  light_SPART_1970
          [from: the_new_order]
    1970  SPART_1970
          [from: the_new_order]
    1970  antiair_1970
          [from: the_new_order]
    1970  light_SPAA_1970
          [from: the_new_order]
    1970  SPAA_1970
          [from: the_new_order]
    1970  NSB_artillery_1970
          [from: the_new_order]
    1970  NSB_antiair_1970
          [from: the_new_order]
    1973  artillery_1970_soft_attack
          [from: the_new_order]
    1973  light_SPART_1970_armor
          [from: the_new_order]
    1973  light_SPART_1970_soft_attack
          [from: the_new_order]
    1973  SPART_1970_armor
          [from: the_new_order]
    1973  SPART_1970_soft_attack
          [from: the_new_order]
    1973  antiair_1970_air_attack
          [from: the_new_order]
    1973  light_SPAA_1970_armor
          [from: the_new_order]
    1973  light_SPAA_1970_air_attack
          [from: the_new_order]
    1973  SPAA_1970_armor
          [from: the_new_order]
    1973  SPAA_1970_air_attack
          [from: the_new_order]
    1975  NSB_artillery_1970_SA
          [from: the_new_order]
    1975  NSB_antiair_1970_AA
          [from: the_new_order]
    1976  artillery_1970_soft_attack_2
          [from: the_new_order]
    1976  light_SPART_1970_armor_2
          [from: the_new_order]
    1976  light_SPART_1970_soft_attack_2
          [from: the_new_order]
    1976  SPART_1970_armor_2
          [from: the_new_order]
    1976  SPART_1970_soft_attack_2
          [from: the_new_order]
    1976  antiair_1970_air_attack_2
          [from: the_new_order]
    1976  light_SPAA_1970_armor_2
          [from: the_new_order]
    1976  light_SPAA_1970_air_attack_2
          [from: the_new_order]
    1976  SPAA_1970_armor_2
          [from: the_new_order]
    1976  SPAA_1970_air_attack_2
          [from: the_new_order]
    1979  artillery_1970_soft_attack_3
          [from: the_new_order]
    1979  light_SPART_1970_armor_3
          [from: the_new_order]
    1979  light_SPART_1970_soft_attack_3
          [from: the_new_order]
    1979  SPART_1970_armor_3
          [from: the_new_order]
    1979  SPART_1970_soft_attack_3
          [from: the_new_order]
    1979  antiair_1970_air_attack_3
          [from: the_new_order]
    1979  light_SPAA_1970_armor_3
          [from: the_new_order]
    1979  light_SPAA_1970_air_attack_3
          [from: the_new_order]
    1979  SPAA_1970_armor_3
          [from: the_new_order]
    1979  SPAA_1970_air_attack_3
          [from: the_new_order]
    1980  light_SPART_1980
          [from: the_new_order]
    1980  SPART_1980
          [from: the_new_order]
    1980  light_SPAA_1980
          [from: the_new_order]
    1980  SPAA_1980
          [from: the_new_order]
    1980  NSB_artillery_1970_SA_2
          [from: the_new_order]
    1980  NSB_antiair_1970_AA_2
          [from: the_new_order]
    1983  artillery_1980_soft_attack
          [from: the_new_order]
    1983  light_SPART_1980_armor
          [from: the_new_order]
    1983  light_SPART_1980_soft_attack
          [from: the_new_order]
    1983  SPART_1980_armor
          [from: the_new_order]
    1983  SPART_1980_soft_attack
          [from: the_new_order]
    1983  antiair_1980_air_attack
          [from: the_new_order]
    1983  light_SPAA_1980_armor
          [from: the_new_order]
    1983  light_SPAA_1980_air_attack
          [from: the_new_order]
    1983  SPAA_1980_armor
          [from: the_new_order]
    1983  SPAA_1980_air_attack
          [from: the_new_order]
    1985  NSB_artillery_1970_SA_3
          [from: the_new_order]
    1985  NSB_antiair_1970_AA_3
          [from: the_new_order]
    1986  artillery_1980_soft_attack_2
          [from: the_new_order]
    1986  light_SPART_1980_armor_2
          [from: the_new_order]
    1986  light_SPART_1980_soft_attack_2
          [from: the_new_order]
    1986  SPART_1980_armor_2
          [from: the_new_order]
    1986  SPART_1980_soft_attack_2
          [from: the_new_order]
    1986  antiair_1980_air_attack_2
          [from: the_new_order]
    1986  light_SPAA_1980_armor_2
          [from: the_new_order]
    1986  light_SPAA_1980_air_attack_2
          [from: the_new_order]
    1986  SPAA_1980_armor_2
          [from: the_new_order]
    1986  SPAA_1980_air_attack_2
          [from: the_new_order]
    1989  artillery_1980_soft_attack_3
          [from: the_new_order]
    1989  light_SPART_1980_armor_3
          [from: the_new_order]
    1989  light_SPART_1980_soft_attack_3
          [from: the_new_order]
    1989  SPART_1980_armor_3
          [from: the_new_order]
    1989  SPART_1980_soft_attack_3
          [from: the_new_order]
    1989  antiair_1980_air_attack_3
          [from: the_new_order]
    1989  light_SPAA_1980_armor_3
          [from: the_new_order]
    1989  light_SPAA_1980_air_attack_3
          [from: the_new_order]
    1989  SPAA_1980_armor_3
          [from: the_new_order]
    1989  SPAA_1980_air_attack_3
          [from: the_new_order]
    1990  artillery_1990
          [from: the_new_order]
    1990  light_SPART_1990
          [from: the_new_order]
    1990  SPART_1990
          [from: the_new_order]
    1990  antiair_1990
          [from: the_new_order]
    1990  light_SPAA_1990
          [from: the_new_order]
    1990  SPAA_1990
          [from: the_new_order]
    1990  NSB_artillery_1990
          [from: the_new_order]
    1990  NSB_antiair_1990
          [from: the_new_order]

  [land / heavy_tanks] -- 13 techs
    1934  basic_heavy_tank
    1934  basic_heavy_tank_chassis
    1940  improved_heavy_tank_chassis
    1941  improved_heavy_tank
    1941  super_heavy_tank
    1941  super_heavy_tank_chassis
    1943  advanced_heavy_tank
    1943  advanced_heavy_tank_chassis
    1943  sp_armored_lc_naval_engine_conversion_tech
    1943  sp_armored_lc_transmission_improvements_tech
    1943  sp_armored_lc_specialized_field_manuals_tech
    1943  sp_armored_lc_high_impact_obliterator_cannon_tech
    1945  sp_armored_lc_weapon_fire_control_tech

  [land / infantry] -- 127 techs
    1918  infantry_weapons
    1936  infantry_weapons1
    1936  rangers_tech
    1936  infantry_weapons_1
          [from: the_new_order]
    1936  infantry_kit_1
          [from: the_new_order]
    1936  marines
          [from: the_new_order]
    1936  tech_mountaineers
          [from: the_new_order]
    1936  night_vision_1
          [from: the_new_order]
    1936  tech_special_forces
          [from: the_new_order]
    1938  infantry_weapons2
    1938  support_weapons2
    1939  improved_infantry_weapons
    1939  rangers_tech2
    1940  improved_infantry_weapons_2
    1940  advanced_special_forces
    1940  improved_special_forces
    1940  support_weapons3
    1942  advanced_infantry_weapons
    1942  extreme_environment_training
    1942  survival_training
    1942  support_weapons4
    1943  rangers_tech3
    1944  advanced_infantry_weapons2
    1944  elite_forces
    1945  infantry_weapons_2
          [from: the_new_order]
    1945  infantry_kit_2
          [from: the_new_order]
    1945  marines2
          [from: the_new_order]
    1945  tech_mountaineers2
          [from: the_new_order]
    1945  support_weapons
          [from: the_new_order]
    1945  night_vision_2
          [from: the_new_order]
    1945  infantry_at
          [from: the_new_order]
    1950  combat_support_equipment_1
          [from: the_new_order]
    1950  infantry_aa1
          [from: the_new_order]
    1950  specialist_weapons1
          [from: the_new_order]
    1950  specialist_training1
          [from: the_new_order]
    1950  experimental_infantry_equipment_fujitsu_0
          [from: the_new_order]
    1950  experimental_infantry_equipment_fujitsu_1
          [from: the_new_order]
    1950  experimental_infantry_equipment_sony_0
          [from: the_new_order]
    1950  experimental_infantry_equipment_sony_1
          [from: the_new_order]
    1950  experimental_infantry_equipment_matsushita_0
          [from: the_new_order]
    1950  experimental_infantry_equipment_matsushita_1
          [from: the_new_order]
    1950  experimental_infantry_equipment_chimera
          [from: the_new_order]
    1952  infantry_weapons_improvements_mine_1
          [from: the_new_order]
    1952  infantry_kit_3
          [from: the_new_order]
    1953  support_weapons_hmg_1
          [from: the_new_order]
    1954  infantry_weapons_improvements_ammo_1
          [from: the_new_order]
    1954  expanded_special_forces1
          [from: the_new_order]
    1955  marines3
          [from: the_new_order]
    1955  tech_mountaineers3
          [from: the_new_order]
    1955  night_vision_3
          [from: the_new_order]
    1955  infantry_at_upgrade_1
          [from: the_new_order]
    1956  infantry_weapons_improvements_grenade_1
          [from: the_new_order]
    1956  demolitions_equipment1
          [from: the_new_order]
    1956  survival_training1
          [from: the_new_order]
    1957  support_weapons_arty_1
          [from: the_new_order]
    1958  infantry_weapons_3
          [from: the_new_order]
    1958  infantry_kit_4
          [from: the_new_order]
    1958  infantry_aa2
          [from: the_new_order]
    1958  infantry_at2
          [from: the_new_order]
    1960  combat_support_equipment_2
          [from: the_new_order]
    1962  infantry_weapons_improvements_mine_2
          [from: the_new_order]
    1962  special_forces_modernization1
          [from: the_new_order]
    1962  horse_weapons_1
          [from: the_new_order]
    1963  support_weapons_hmg_2
          [from: the_new_order]
    1963  horse_upgrade_1
          [from: the_new_order]
    1963  horse_tank_development
          [from: the_new_order]
    1964  infantry_weapons_improvements_ammo_2
          [from: the_new_order]
    1964  infantry_kit_5
          [from: the_new_order]
    1964  horse_upgrade_split_1_1
          [from: the_new_order]
    1964  horse_upgrade_split_1_2
          [from: the_new_order]
    1964  horse_pegasi_1
          [from: the_new_order]
    1965  marines4
          [from: the_new_order]
    1965  tech_mountaineers4
          [from: the_new_order]
    1965  infantry_aa3
          [from: the_new_order]
    1965  night_vision_4
          [from: the_new_order]
    1965  infantry_at_upgrade_2
          [from: the_new_order]
    1965  horse_weapons_2
          [from: the_new_order]
    1966  infantry_weapons_improvements_grenade_2
          [from: the_new_order]
    1966  horse_upgrade_2
          [from: the_new_order]
    1967  support_weapons_arty_2
          [from: the_new_order]
    1967  horse_upgrade_split_2_1
          [from: the_new_order]
    1967  horse_upgrade_split_2_2
          [from: the_new_order]
    1967  horse_tank_upgrade_1_1
          [from: the_new_order]
    1967  horse_tank_upgrade_1_2
          [from: the_new_order]
    1968  infantry_weapons_4
          [from: the_new_order]
    1968  infantry_aa4
          [from: the_new_order]
    1968  infantry_at3
          [from: the_new_order]
    1968  specialist_weapons2
          [from: the_new_order]
    1968  specialist_training2
          [from: the_new_order]
    1968  horse_weapons_3
          [from: the_new_order]
    1968  horse_tank_upgrade_2
          [from: the_new_order]
    1970  infantry_kit_6
          [from: the_new_order]
    1970  combat_support_equipment_3
          [from: the_new_order]
    1972  infantry_weapons_improvements_mine_3
          [from: the_new_order]
    1972  expanded_special_forces2
          [from: the_new_order]
    1973  support_weapons_hmg_3
          [from: the_new_order]
    1974  infantry_weapons_improvements_ammo_3
          [from: the_new_order]
    1974  demolitions_equipment2
          [from: the_new_order]
    1974  survival_training2
          [from: the_new_order]
    1975  marines5
          [from: the_new_order]
    1975  tech_mountaineers5
          [from: the_new_order]
    1975  infantry_aa5
          [from: the_new_order]
    1975  night_vision_5
          [from: the_new_order]
    1975  infantry_at_upgrade_3
          [from: the_new_order]
    1976  infantry_weapons_improvements_grenade_3
          [from: the_new_order]
    1976  infantry_kit_7
          [from: the_new_order]
    1977  support_weapons_arty_3
          [from: the_new_order]
    1978  infantry_weapons_5
          [from: the_new_order]
    1978  infantry_aa6
          [from: the_new_order]
    1978  infantry_at4
          [from: the_new_order]
    1980  combat_support_equipment_4
          [from: the_new_order]
    1980  special_forces_modernization2
          [from: the_new_order]
